0.7500000000000000000 1.2500000000000000000	0.4261822376009227220 0.6949250288350634371	0.0567140498024170897 0.0162046554699998883	81.3856512091229174974 -50.6079909825571983804	54.2571168580621520719 -33.7386281060915524735	36.1714473557503860893 -22.4923455022972439438	24.1143795011713439197 -14.9947322228111342042	16.0764358497972198337 -9.9961173983045533212	10.7180353481681512520 -6.6632440918183521287	7.1462829461349584507 -4.4402859457617536022	4.7662744290398409690 -2.9559686979799212018	3.1822259657054117272 -1.9611527688601928291	2.1322068061515209710 -1.2861247786451682503	1.4465474657321932632 -0.8098634489710314992	1.0277618503704695820 -0.4365138124499859802	0.8708056651624316465 -0.0986209085474276380	1.0035563452106437820 0.0313136047750190372	0.9990474380136850450 0.0002613092920913678	1.0000008399848194486 -0.0000004987526217722	1.0000000000004568203 -0.0000000000008378880	|1.000000000 -0.000000000
0.7500000000000000000 1.5000000000000000000	0.4288888888888888889 0.9051851851851851852	0.0755145758117398226 0.3463436676623892699	-2.3616244970056691807 -0.8733802413196975421	-1.5344917204649276812 -0.6164621303133296651	-0.9349807990856806998 -0.4953011149876834242	-0.4560655515681403252 -0.5765339771306612169	-0.4460389366386511008 -0.9846317190746855391	-0.4854894464466386413 -0.8708754689070823687	-0.4999668359427930727 -0.8657927606388719303	-0.4999999868418676973 -0.8660254574331364860	-0.4999999999999974248 -0.8660254037844402835	|-0.500000000 -0.866025404
0.7500000000000000000 1.7500000000000000000	0.4365834324217201744 1.1000792707094728498	0.1178524074179022181 0.5702086255626042584	-0.8240778677664589321 -0.0096343527427511881	-0.0587438701261243627 -0.0178967162435345871	73.3370461580913193186 -49.2953186170846796473	48.8913802241267640286 -32.8635062154159524085	32.5942897500363103595 -21.9089152026947815242	21.7296081024553000265 -14.6057433515944419221	14.4865890150008433043 -9.7367119728992107992	9.6581392000147965552 -6.4901282379706149014	6.4396895994204803922 -4.3244728189274765197	4.2952226551123213949 -2.8778540071041329965	2.8682245965344847468 -1.9070365748518361634	1.9230204556443182935 -1.2454484458468268370	1.3079856593706164206 -0.7723506885216391271	0.9417579927373873997 -0.3883981282909979244	0.8556598650819865930 -0.0325039937832430743	1.0237514666555106454 0.0128203772275308966	1.0003971900312668776 0.0005836795388678250	0.9999998175355283609 0.0000004635599132642	0.9999999999998184054 -0.0000000000001691663	|1.000000000 -0.000000000
0.7500000000000000000 2.0000000000000000000	0.4449552761618815287 1.2852943016200663039	0.1550202270318269643 0.7454590971701875044	-0.4239560036842547888 0.2677521590943739457	0.2870800580482814224 1.3755964655270564595	0.0366733615840850570 0.8495479378752638425	-0.4348292734877502409 0.5266389390504449800	-0.4251365055943917631 1.0528334019194204119	-0.4694848652977665663 0.8814270763134356591	-0.4994837759026459344 0.8649750912756452392	-0.5000005214572964160 0.8660266725872665090	-0.5000000000004769989 0.8660254037862589624	|-0.500000000 0.866025404
0.7500000000000000000 2.2500000000000000000	0.4525925925925925926 1.4644444444444444445	0.1845902465675840643 0.8962463105194728890	-0.2426310916578282905 0.4401896441546938116	-0.8662656857145915785 1.4090427840158390956	-0.6325109017520487906 1.0480819174740379335	-0.5253423565152829954 0.8955243958434493837	-0.5011150861486933449 0.8669346862592051247	-0.5000019605250929920 0.8660260570715898629	-0.5000000000039268185 0.8660254037827603431	|-0.500000000 0.866025404
0.7500000000000000000 2.5000000000000000000	0.4591504643267962854 1.6397329068821367450	0.2078567207977361974 1.0334548043852308973	-0.1380706226279974738 0.5729976828509192312	-0.9462720614745025118 0.8190459762972678775	-0.6003307342593793467 0.7566515074211952642	-0.4814627874011830760 0.8523771071634458040	-0.5005332499356583151 0.8661387787290054759	-0.5000002404430042675 0.8660252293290667717	-0.4999999999999410355 0.8660254037843729900	|-0.500000000 0.866025404
0.7500000000000000000 2.7500000000000000000	0.4646548323471400395 1.8125049309664694280	0.2263037712975303084 1.1625314227425863406	-0.0694162856595630338 0.6858794037608406465	-0.7334410548909776498 0.5977849034458711921	-0.4138590055951881025 0.7631920956561935381	-0.5171569300598138003 0.8794329623278421174	-0.5004423614833188161 0.8661574576293839228	-0.5000001902568004678 0.8660253079581826427	-0.4999999999999819295 0.8660254037843970195	|-0.500000000 0.866025404
0.7500000000000000000 3.0000000000000000000	0.4692425990003844675 1.9835960528002050493	0.2411041568935644205 1.2864513826896532573	-0.0206386300590056292 0.7871735019012047172	-0.5505959001569403116 0.5529519767591676818	-0.3694014281930414544 0.9160543771917187039	-0.4923567314191057085 0.8477165771942935249	-0.5001054322005876546 0.8664156300592864334	-0.5000000007026929176 0.8660255670903532016	-0.4999999999999868646 0.8660254037844618570	|-0.500000000 0.866025404
0.7500000000000000000 3.2500000000000000000	0.4730673736481084038 2.1535370113201195135	0.2531251570085703408 1.4069543741615568818	0.0158666887277663336 0.8811189542147884625	-0.4183529733253661000 0.5719597429747747559	-0.4799881241763796036 1.0139189646759726746	-0.4878863752950072659 0.8808219696343929756	-0.4996539883465337880 0.8659179170907525450	-0.5000001185266748442 0.8660253472386119085	-0.4999999999999938170 0.8660254037844225472	|-0.500000000 0.866025404
0.7500000000000000000 3.5000000000000000000	0.4762680943882609558 2.3226730120959746184	0.2630024366897739900 1.5251129091359650360	0.0442025730842725901 0.9701287496071375093	-0.3225100765993105624 0.6146109503696881115	-0.6081464556714821712 0.9791072280521019989	-0.5166385749664530512 0.8776584174820900482	-0.5003954504093692207 0.8660991387381670027	-0.5000001259735396809 0.8660253023081842018	-0.4999999999999806446 0.8660254037844210380	|-0.500000000 0.866025404
0.7500000000000000000 3.7500000000000000000	0.4789612097304404997 2.4912338373876835415	0.2712051870239886896 1.6416164770901464814	0.0667972192078377220 1.0556849618187233436	-0.2509956359145056347 0.6662413874931742351	-0.6614833652078165104 0.8780736480727916256	-0.5170858692393187131 0.8504840778567971356	-0.4995721927590778280 0.8657012189914410829	-0.5000002793813650928 0.8660254749588384489	-0.5000000000000709356 0.8660254037843953220	|-0.500000000 0.866025404
0.7500000000000000000 4.0000000000000000000	0.4812412483683398600 2.6593758158300700130	0.2780838072629912132 1.7569236599011917242	0.0851904370522207712 1.1387487131080598574	-0.1959835920182565546 0.7211321347987560831	-0.6454459218102320877 0.7828810464625296242	-0.4920347393847308811 0.8397610282491677984	-0.5000442866739974808 0.8668051559971053440	-0.4999997572739174607 0.8660259627676296179	-0.4999999999996382228 0.8660254037845225447	|-0.500000000 0.866025404
0.7500000000000000000 4.2500000000000000000	0.4831839406633334835 2.8272074831464048166	0.2839033395862466417 1.8713481999113885846	0.1004118200212910533 1.2199691898969726372	-0.1525234353088032898 0.7769394979394473759	-0.5939378035750592535 0.7189791810056286984	-0.4683083857029482181 0.8557058330382419515	-0.5010348491004344115 0.8655278165505999617	-0.4999995217095410992 0.8660241752523584612	-0.5000000000003774802 0.8660254037861352159	|-0.500000000 0.866025404
0.7500000000000000000 4.5000000000000000000	0.4848497145794443092 2.9948056164272380490	0.2888667847351589955 1.9851099527412728250	0.1131790181077648314 1.2997990160499252934	-0.1174153616746742146 0.8326883945340985100	-0.5312691516009425956 0.6854678743787261304	-0.4647373694493625482 0.8861631712651012321	-0.4991134498171935994 0.8646370246883894413	-0.5000015647639211913 0.8660276280550137853	-0.5000000000047788649 0.8660254037900831915	|-0.500000000 0.866025404
0.7500000000000000000 4.7500000000000000000	0.4862868273679084490 3.1622254687119551984	0.2931314744168617550 2.0983662044817020357	0.1240091377065035499 1.3785619308697106430	-0.0885246810283235357 0.8879897385605032663	-0.4693484705933325375 0.6746273102849223548	-0.4844940454357994967 0.9124873401137608041	-0.4979316618339018351 0.8670246262043766487	-0.4999980446935429224 0.8660205017232860086	-0.5000000000064982899 0.8660254038115236320	|-0.500000000 0.866025404
0.7500000000000000000 5.0000000000000000000	0.4875339498608130431 3.3295074355924063900	0.2968206981155855210 2.2112315378231651455	0.1332849747404690858 1.4564944326409438218	-0.0643809776106647081 0.9427136465651315739	-0.4127890533571660346 0.6792315171234955404	-0.5182015866489160931 0.9211638550344824180	-0.5004025205370455193 0.8691321094711943506	-0.4999974461672378097 0.8660348402430177742	-0.4999999999169979266 0.8660254038318083180	|-0.500000000 0.866025404
1.0000000000000000000 0.0000000000000000000	|1.000000000 0.000000000
1.0000000000000000000 0.2500000000000000000	0.9434832756632064591 0.0190311418685121107	1.0029963044067562083 -0.0024070339206745245	1.0000032172725290992 -0.0000143567208506874	0.9999999998042380171 -0.0000000000923823182	|1.000000000 0.000000000
1.0000000000000000000 0.5000000000000000000	0.8266666666666666667 0.1200000000000000000	1.0091012932686022872 -0.0558270112377784089	0.9970913786920296195 -0.0012186781607746453	1.0000069904288058433 0.0000071283391091883	0.9999999999980538418 0.0000000000996593837	|1.000000000 0.000000000
1.0000000000000000000 0.7500000000000000000	0.7264000000000000000 0.2952000000000000000	0.8727484547926255382 -0.1814101780035210418	0.9665823870475292825 0.0462316296334853066	0.9987293382822317141 -0.0031528995301320346	0.9999916260251494077 0.0000079908875428633	1.0000000000062678152 -0.0000000001338325437	|1.000000000 -0.000000000
1.0000000000000000000 1.0000000000000000000	0.6666666666666666667 0.5000000000000000000	0.5788444444444444444 -0.1274666666666666667	1.2469639815750163088 0.3135784251549972569	1.0089481977515046560 0.1136779651549011116	0.9878680459783755358 0.0038368436428647134	1.0001341442102128112 -0.0000953221850962683	1.0000000089100062053 -0.0000000255681329027	0.9999999999999994256 -0.0000000000000004556	|1.000000000 -0.000000000
1.0000000000000000000 1.2500000000000000000	0.6381122347808843942 0.7064247471743010113	0.3881276801423641930 0.1050169671028630233	2.0392501554101262423 -0.9696096725506327848	1.4007670486918020457 -0.5957003760269496477	1.0336418245738454248 -0.2935125928945494891	0.9347186266175276569 -0.0439460149164110584	1.0021447576956976976 0.0064190593424879856	0.9999637369426533077 0.0000277658426121492	1.0000000005440190607 -0.0000000020138661977	0.9999999999999999963 -0.0000000000000000022	|1.000000000 -0.000000000
1.0000000000000000000 1.5000000000000000000	0.6272189349112426036 0.9053254437869822485	0.3215923179003762905 0.3462748645670898909	0.1042224689018266999 -1.2576520391775381789	-0.1369708951743818063 -0.8039803545602606856	-0.5641870526210376174 -0.7019261978364711630	-0.4645057259408079372 -0.8693473671270506798	-0.5003741844848839382 -0.8647851600788385834	-0.4999984943753657605 -0.8660261495597620782	-0.4999999999989105098 -0.8660254037818342601	|-0.500000000 -0.866025404
1.0000000000000000000 1.7500000000000000000	0.6250098619329388560 1.0959763313609467456	0.3100459614701634928 0.5504242433717025261	-0.2261716898215229940 -0.3473478682344742740	-0.9356133101895052690 -2.0059352846154985409	-0.6674670220942432009 -1.3894193608410257127	-0.5326589741751324423 -1.0357960895072441992	-0.4980395123549323949 -0.8903922496448970172	-0.4996404586673477947 -0.8664828923846160889	-0.4999996751142435980 -0.8660253088641611291	-0.5000000000001016839 -0.8660254037843858781	|-0.500000000 -0.866025404
1.0000000000000000000 2.0000000000000000000	0.6266666666666666667 1.2800000000000000000	0.3171261107839209721 0.7237085805214932001	-0.1504840850255272492 0.0899307907994828636	5.0373655149285274770 9.6120264939287882898	3.3566329692695025806 6.4056901794743414851	2.2341279033523227871 4.2652195606603832342	1.4812316394740098817 2.8316601022513286834	0.9688725541324741401 1.8609618594549429548	0.6024871064861049974 1.1786066533788637401	0.2902393423204334685 0.6315302863204459451	-0.2558800144999826654 -0.1026286999557003258	2.9995124188668687490 -3.0988480598041240046	1.9990912668319854856 -2.0479870035338006615	1.3317442743818474737 -1.3246395717793639558	0.8883348821555143524 -0.7886178609384182342	0.6202182085702768781 -0.2911803788076026788	0.8670463366472881799 0.3521711793972391559	0.8508394897836124910 -0.0306192872677775835	1.0258922758361175545 0.0126421099547075770	1.0005037397417394891 0.0006245427897737212	0.9999998643149101714 0.0000006289046487440	0.9999999999996228892 -0.0000000000001706657	|1.000000000 -0.000000000
1.0000000000000000000 2.2500000000000000000	0.6298225103624189606 1.4591880114783717718	0.3293645064594048468 0.8767627023496773934	-0.0664355608143032932 0.3343147032065481229	-2.6954060897756758504 1.3198648952226278709	-1.7742449077070193043 0.9091431924508249022	-1.1338444558528445887 0.6741712348469885154	-0.6644056594213688891 0.6177455006028781097	-0.4134984707972074648 0.8157594351486259046	-0.5112548849625465733 0.8652578906956458912	-0.5000493272904712825 0.8659090101521139666	-0.4999999844963895427 0.8660254076666269252	-0.5000000000000000084 0.8660254037844383915	|-0.500000000 0.866025404
1.0000000000000000000 2.5000000000000000000	0.6333729686880697582 1.6349583828775267538	0.3421187084149255981 1.0169262384182645066	-0.0025970970297971272 0.5029317488891510969	-1.3194597729048991370 0.3488974713430530694	-0.7240777703976631834 0.3210518582355276025	-0.1259847700332206506 0.6077944486387690443	-0.8778657928076121938 0.7490838766317813495	-0.5458665534710890050 0.7465648514985845365	-0.4820962550356208861 0.8690706453295620848	-0.5000542186961030719 0.8656973130434486333	-0.4999999167881951427 0.8660254766735651549	-0.4999999999999903004 0.8660254037844311861	|-0.500000000 0.866025404
1.0000000000000000000 2.7500000000000000000	0.6368302342515140213 1.8083275614044434972	0.3538777857583882305 1.1487249705961275258	0.0452003957552276667 0.6359900982302561788	-0.7815795122574598354 0.3080292748637343546	-0.1757380514567002118 0.5275887250292374134	-0.9797807973575158559 0.9981183753255108497	-0.6563465181631756837 0.8357804186277403977	-0.5075413319629999571 0.8439349085120645140	-0.4994806090594065679 0.8662241021163726603	-0.4999999361626169867 0.8660251011602444436	-0.4999999999999897079 0.8660254037845337481	|-0.500000000 0.866025404
1.0000000000000000000 3.0000000000000000000	0.6400000000000000000 1.9800000000000000000	0.3642487825952455877 1.2749413565595848290	0.0818544503616110905 0.7498033052629498070	-0.5175500239484347748 0.3734480331946758175	-0.0870742227923469382 1.0255998307612954556	-0.3681786508458915200 0.7367759752117825949	-0.5404448936528448903 0.8841349360627313757	-0.5018452329138995809 0.8657048617201803903	-0.5000006341405135431 0.8660219570249970231	-0.4999999999904751393 0.8660254037921931695	|-0.500000000 0.866025404
1.0000000000000000000 3.2500000000000000000	0.6428244460676893109 2.1504601899196493790	0.3732368662220533223 1.3973266747498085903	0.1106982289173300252 0.8520927834708316988	-0.3626922455903755675 0.4527028526288771453	-0.4578714248726471363 1.2685814102240678433	-0.4462608379306050927 0.9627601746467634283	-0.4888209338747350525 0.8677294592362877204	-0.5000264179513297870 0.8658995780345083368	-0.4999999866726355420 0.8660254135667159839	-0.4999999999999998151 0.8660254037844384455	|-0.500000000 0.866025404
1.0000000000000000000 3.5000000000000000000	0.6453067521063249080 2.3200427198291206836	0.3809788004829336982 1.5170152854081133480	0.1339026093542524873 0.9469686944819742705	-0.2608706651134511255 0.5302719830194774492	-0.7563932473910141947 1.1096160403726244481	-0.5718187192182125985 0.9117942872074423621	-0.5065181937031672242 0.8669153458122292543	-0.5000309362150081839 0.8659954712251315827	-0.4999999984266990194 0.8660254028054307019	-0.5000000000000000034 0.8660254037844386470	|-0.500000000 0.866025404
